102,60
105,63
103,55
107,68
99,49
102,62
103,57
111,61
102,64
106,60
110,70
101,61
100,61
104,64
99,56
98,69
110,50
112,63
112,58
111,57
99,81
87,80
99,57
101,70
102,70
99,30
80,50
